Date,CPU Utilization,Total Power,CPU Power,GPU Power
2024-12-03 14:24:56,0.12500,30.70313,30.70313,0.00000
2024-12-03 14:24:56,0.12500,30.70313,30.70313,0.00000
2024-12-03 14:24:56,0.12500,30.70313,30.70313,0.00000
2024-12-03 14:24:56,0.12500,30.70313,30.70313,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.71875,30.71875,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.71875,30.71875,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.71875,30.71875,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:56,0.12500,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.12500,30.70313,30.70313,0.00000
2024-12-03 14:24:56,0.12500,30.67188,30.67188,0.00000
2024-12-03 14:24:56,0.12500,30.67188,30.67188,0.00000
2024-12-03 14:24:56,0.12500,30.67188,30.67188,0.00000
2024-12-03 14:24:56,0.12500,30.67188,30.67188,0.00000
2024-12-03 14:24:56,0.12500,30.67188,30.67188,0.00000
2024-12-03 14:24:56,0.12500,30.67188,30.67188,0.00000
2024-12-03 14:24:56,0.12500,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.70313,30.70313,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.64063,30.64063,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.64063,30.64063,0.00000
2024-12-03 14:24:56,0.10417,30.64063,30.64063,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.10417,30.60938,30.60938,0.00000
2024-12-03 14:24:56,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:56,0.12500,30.59375,30.59375,0.00000
2024-12-03 14:24:56,0.12500,30.59375,30.59375,0.00000
2024-12-03 14:24:56,0.12500,30.64063,30.64063,0.00000
2024-12-03 14:24:56,0.12500,30.64063,30.64063,0.00000
2024-12-03 14:24:56,0.12500,30.60938,30.60938,0.00000
2024-12-03 14:24:56,0.12500,30.60938,30.60938,0.00000
2024-12-03 14:24:56,0.12500,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.07813,30.60938,30.60938,0.00000
2024-12-03 14:24:57,0.07813,30.60938,30.60938,0.00000
2024-12-03 14:24:57,0.07813,30.64063,30.64063,0.00000
2024-12-03 14:24:57,0.10417,30.60938,30.60938,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.60938,30.60938,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.60938,30.60938,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.12500,30.60938,30.60938,0.00000
2024-12-03 14:24:57,0.12500,30.68750,30.68750,0.00000
2024-12-03 14:24:57,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:57,0.10417,30.68750,30.68750,0.00000
2024-12-03 14:24:57,0.10417,30.65625,30.65625,0.00000
2024-12-03 14:24:57,0.10417,30.90625,30.90625,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.60938,30.60938,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.62500,30.62500,0.00000
2024-12-03 14:24:57,0.10417,30.57813,30.57813,0.00000
2024-12-03 14:24:57,0.10417,30.75000,30.75000,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.59375,30.59375,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
2024-12-03 14:24:57,0.10417,30.56250,30.56250,0.00000
